Date,State,Negative,Positive,Total Samples
28-04-2020,Punjab,13966,342,17021
29-04-2020,Punjab,15690,375,18670
30-04-2020,Punjab,17286,480,21205
01-05-2020,Punjab,18222,585,23176
02-05-2020,Punjab,19316,772,24868
03-05-2020,Punjab,20197,1102,26439
04-05-2020,Punjab,21295,1232,28545
05-05-2020,Punjab,23352,1451,30199
06-05-2020,Punjab,24303,1526,32060
07-05-2020,Punjab,28933,1644,34701
08-05-2020,Punjab,31219,1731,37950
09-05-2020,Punjab,33639,1762,39462
10-05-2020,Punjab,35293,1823,40962
11-05-2020,Punjab,37993,1877,42306
12-05-2020,Punjab,39060,1914,43999
13-05-2020,Punjab,40637,1924,46026
14-05-2020,Punjab,42425,1935,47408
15-05-2020,Punjab,44319,1932,49301
16-05-2020,Punjab,46028,1946,50613
17-05-2020,Punjab,47484,1964,51812
18-05-2020,Punjab,48813,1980,52955
19-05-2020,Punjab,50070,2002,55634
20-05-2020,Punjab,51956,2005,57737
21-05-2020,Punjab,53871,2028,59618
22-05-2020,Punjab,55777,2029,62399
23-05-2020,Punjab,57899,2045,63567
24-05-2020,Punjab,60114,2060,66142
25-05-2020,Punjab,62686,2081,67213
26-05-2020,Punjab,64160,2106,69818
27-05-2020,Punjab,66417,2139,72468
28-05-2020,Punjab,67325,2158,72468
29-05-2020,Punjab,,2197,81021
30-05-2020,Punjab,,2233,84497
31-05-2020,Punjab,,2263,87852
01-06-2020,Punjab,,2301,91113
02-06-2020,Punjab,,2342,96329
03-06-2020,Punjab,,2376,101036
04-06-2020,Punjab,,2415,106933
05-06-2020,Punjab,,2461,113542
06-06-2020,Punjab,,2515,115974
07-06-2020,Punjab,,2608,124266
08-06-2020,Punjab,,2663,129821
09-06-2020,Punjab,,2719,136343
10-06-2020,Punjab,,2805,144467
11-06-2020,Punjab,,2887,154498
12-06-2020,Punjab,,2986,165548
13-06-2020,Punjab,,3063,176533
14-06-2020,Punjab,,3140,182225
15-06-2020,Punjab,,3267,188699
16-06-2020,Punjab,,3371,198211
17-06-2020,Punjab,,3497,208408
18-06-2020,Punjab,,3615,219528
19-06-2020,Punjab,,3832,227012
20-06-2020,Punjab,,3952,235700
21-06-2020,Punjab,,4074,240803
22-06-2020,Punjab,,4235,246760
23-06-2020,Punjab,,4397,255380
24-06-2020,Punjab,,4627,260857
25-06-2020,Punjab,,4769,269037
26-06-2020,Punjab,,4957,276919
27-06-2020,Punjab,,5056,284431
28-06-2020,Punjab,,5216,289923
29-06-2020,Punjab,,5418,294448
30-06-2020,Punjab,,5568,301830
01-07-2020,Punjab,,5668,308998
02-07-2020,Punjab,,5784,317802
03-07-2020,Punjab,,5937,324054
04-07-2020,Punjab,,6109,331585
05-07-2020,Punjab,,6283,337789
06-07-2020,Punjab,,6491,342524
07-07-2020,Punjab,,6749,352363
08-07-2020,Punjab,,6907,360189
09-07-2020,Punjab,,7140,369425
10-07-2020,Punjab,,7357,378045
11-07-2020,Punjab,,7587,388494
12-07-2020,Punjab,,7821,395185
13-07-2020,Punjab,,8178,400944
14-07-2020,Punjab,,8511,409643
15-07-2020,Punjab,,8799,421593
16-07-2020,Punjab,,9094,429832
17-07-2020,Punjab,,9442,438793
18-07-2020,Punjab,,9792,450732
19-07-2020,Punjab,,10100,459900
20-07-2020,Punjab,,10510,466057
21-07-2020,Punjab,,10889,478421
22-07-2020,Punjab,,11301,489836
23-07-2020,Punjab,,11739,500562
24-07-2020,Punjab,,12216,509267
25-07-2020,Punjab,,12684,521906
26-07-2020,Punjab,,13218,531336
27-07-2020,Punjab,,13769,539371
28-07-2020,Punjab,,14378,550267
29-07-2020,Punjab,,14946,561121
30-07-2020,Punjab,,15456,572067
31-07-2020,Punjab,,16119,582573
01-08-2020,Punjab,,17063,592392
02-08-2020,Punjab,,17853,599651
03-08-2020,Punjab,,18527,603912
04-08-2020,Punjab,,19015,611609
05-08-2020,Punjab,,19856,622127
06-08-2020,Punjab,,20891,634271
07-08-2020,Punjab,,21930,646439
08-08-2020,Punjab,,22928,659284
09-08-2020,Punjab,,23903,672761
10-08-2020,Punjab,,24889,681321
11-08-2020,Punjab,,25889,697327
12-08-2020,Punjab,,,711260
13-08-2020,Punjab,,,723357
14-08-2020,Punjab,,29013,741834
15-08-2020,Punjab,,30041,759990
16-08-2020,Punjab,,,770873
17-08-2020,Punjab,,,782463
18-08-2020,Punjab,,34400,801990
19-08-2020,Punjab,,,819657
20-08-2020,Punjab,,,839947
21-08-2020,Punjab,,39327,863840
22-08-2020,Punjab,,,885950
23-08-2020,Punjab,,,907160
24-08-2020,Punjab,,,919614
25-08-2020,Punjab,,,941939
26-08-2020,Punjab,,,964051
27-08-2020,Punjab,,,988119
28-08-2020,Punjab,,,1007852
29-08-2020,Punjab,,,1026465
30-08-2020,Punjab,,,1046132
31-08-2020,Punjab,,,1062667
01-09-2020,Punjab,,,1081671
02-09-2020,Punjab,,,1101912
03-09-2020,Punjab,,,1121016
04-09-2020,Punjab,,,1144008
05-09-2020,Punjab,,,1168106
06-09-2020,Punjab,,,1193260
07-09-2020,Punjab,,,1212432
08-09-2020,Punjab,,,1241120
09-09-2020,Punjab,,,1269052
10-09-2020,Punjab,,,1298969
11-09-2020,Punjab,,,1332564
12-09-2020,Punjab,,,1364940
13-09-2020,Punjab,,,1391662
14-09-2020,Punjab,,,1410759
15-09-2020,Punjab,,,1439583
16-09-2020,Punjab,,,1467301
17-09-2020,Punjab,,,1496340
18-09-2020,Punjab,,,1524012
19-09-2020,Punjab,,,1552393
20-09-2020,Punjab,,,1579113
21-09-2020,Punjab,,,1599134
05-04-2020,Rajasthan,11439,260,12279
07-04-2020,Rajasthan,16401,363,17638
08-04-2020,Rajasthan,16401,363,17638
09-04-2020,Rajasthan,17851,463,19107
10-04-2020,Rajasthan,20698,561,22349
11-04-2020,Rajasthan,22583,678,24857
12-04-2020,Rajasthan,25105,796,28505
13-04-2020,Rajasthan,28657,847,31804
14-04-2020,Rajasthan,29376,1005,34928
15-04-2020,Rajasthan,31902,1076,37860
16-04-2020,Rajasthan,33739,1101,40778
17-04-2020,Rajasthan,36153,1229,42847
18-04-2020,Rajasthan,39092,1282,47197
19-04-2020,Rajasthan,43537,1478,51614
20-04-2020,Rajasthan,47657,1576,57290
21-04-2020,Rajasthan,54100,1735,61492
22-04-2020,Rajasthan,58552,1888,66257
23-04-2020,Rajasthan,63485,1964,69764
24-04-2020,Rajasthan,68133,2034,74484
25-04-2020,Rajasthan,71806,2083,78993
26-04-2020,Rajasthan,75670,2185,82942
27-04-2020,Rajasthan,80830,2262,87777
28-04-2020,Rajasthan,85834,2364,92506
29-04-2020,Rajasthan,90108,2438,97790
30-04-2020,Rajasthan,,2584,103704
01-05-2020,Rajasthan,100277,2666,108543
02-05-2020,Rajasthan,104705,2720,113934
03-05-2020,Rajasthan,112345,2886,120240
04-05-2020,Rajasthan,122513,3061,129258
05-05-2020,Rajasthan,128297,3158,134987
06-05-2020,Rajasthan,134172,3317,139580
07-05-2020,Rajasthan,139830,3427,145510
08-05-2020,Rajasthan,146198,3579,152245
09-05-2020,Rajasthan,152296,3708,159157
10-05-2020,Rajasthan,158830,3814,166424
11-05-2020,Rajasthan,168546,3988,176130
12-05-2020,Rajasthan,,4126,185610
13-05-2020,Rajasthan,186125,4328,194683
14-05-2020,Rajasthan,197269,4534,204243
15-05-2020,Rajasthan,203770,4747,212317
16-05-2020,Rajasthan,213395,4960,221439
17-05-2020,Rajasthan,221764,5202,231946
18-05-2020,Rajasthan,234165,5375,243476
19-05-2020,Rajasthan,244955,5845,254533
20-05-2020,Rajasthan,254128,6015,265555
21-05-2020,Rajasthan,266687,6227,275974
22-05-2020,Rajasthan,277744,6494,287164
23-05-2020,Rajasthan,292384,6657,303935
24-05-2020,Rajasthan,306209,7028,317067
25-05-2020,Rajasthan,318146,7300,327836
26-05-2020,Rajasthan,326368,7536,337159
27-05-2020,Rajasthan,338611,7816,350600
28-05-2020,Rajasthan,351861,8067,365556
29-05-2020,Rajasthan,365925,8365,379315
30-05-2020,Rajasthan,382315,8617,395490
31-05-2020,Rajasthan,396789,8831,409777
01-06-2020,Rajasthan,411965,9100,425184
02-06-2020,Rajasthan,428471,9373,440789
03-06-2020,Rajasthan,440850,9652,454788
04-06-2020,Rajasthan,451826,9862,467129
05-06-2020,Rajasthan,465349,10084,480910
06-06-2020,Rajasthan,478366,10337,494480
07-06-2020,Rajasthan,491233,10599,506784
08-06-2020,Rajasthan,503208,10876,518350
09-06-2020,Rajasthan,515872,11245,530031
10-06-2020,Rajasthan,527864,11600,543312
11-06-2020,Rajasthan,542256,11838,558064
12-06-2020,Rajasthan,556040,12068,571543
13-06-2020,Rajasthan,569314,12401,584954
14-06-2020,Rajasthan,583279,12694,598920
15-06-2020,Rajasthan,594991,12981,609296
16-06-2020,Rajasthan,606279,13216,622334
17-06-2020,Rajasthan,620217,13542,637937
18-06-2020,Rajasthan,636216,13857,654816
19-06-2020,Rajasthan,650510,14156,667643
20-06-2020,Rajasthan,664383,14537,683017
21-06-2020,Rajasthan,680233,14930,699126
22-06-2020,Rajasthan,691507,15232,709592
23-06-2020,Rajasthan,706363,15627,726077
24-06-2020,Rajasthan,721511,16009,740855
25-06-2020,Rajasthan,737395,16296,757137
26-06-2020,Rajasthan,750535,16660,770174
27-06-2020,Rajasthan,764966,16944,784803
28-06-2020,Rajasthan,780247,17271,800214
29-06-2020,Rajasthan,789921,17660,809777
30-06-2020,Rajasthan,803554,18014,824213
01-07-2020,Rajasthan,818485,18312,839370
02-07-2020,Rajasthan,832738,18662,854274
03-07-2020,Rajasthan,846953,19052,869602
04-07-2020,Rajasthan,865371,19532,889355
05-07-2020,Rajasthan,884457,20164,909132
06-07-2020,Rajasthan,896508,20688,920600
07-07-2020,Rajasthan,915326,21404,940758
08-07-2020,Rajasthan,936065,22063,963454
09-07-2020,Rajasthan,960369,22563,987272
10-07-2020,Rajasthan,981938,23174,1009195
11-07-2020,Rajasthan,1003903,23748,1032198
12-07-2020,Rajasthan,1025295,24392,1054080
13-07-2020,Rajasthan,1039250,24936,1068283
14-07-2020,Rajasthan,1065910,25571,1096696
15-07-2020,Rajasthan,1091930,26437,1123902
16-07-2020,Rajasthan,1119188,27174,1151952
17-07-2020,Rajasthan,1142148,27789,1175379
18-07-2020,Rajasthan,1169662,28500,1204676
19-07-2020,Rajasthan,1195328,29434,1231760
20-07-2020,Rajasthan,1207571,30390,1244387
21-07-2020,Rajasthan,1232900,31373,1270376
22-07-2020,Rajasthan,1259602,32334,1298218
23-07-2020,Rajasthan,1285878,33220,1325580
24-07-2020,Rajasthan,1309112,34178,1349544
25-07-2020,Rajasthan,1335929,35298,1377850
26-07-2020,Rajasthan,1361480,36430,1403124
27-07-2020,Rajasthan,1374679,37564,1417882
28-07-2020,Rajasthan,1402268,38636,1445240
29-07-2020,Rajasthan,1429523,39780,1473098
30-07-2020,Rajasthan,1455427,40936,1500693
31-07-2020,Rajasthan,1481949,42083,1526962
01-08-2020,Rajasthan,1507518,43243,1553942
02-08-2020,Rajasthan,1525094,44410,1570989
03-08-2020,Rajasthan,1538352,45555,1584925
04-08-2020,Rajasthan,1545391,46679,1592318
05-08-2020,Rajasthan,1570626,47272,1619744
06-08-2020,Rajasthan,1600732,48996,1651221
07-08-2020,Rajasthan,1626488,50157,1678314
08-08-2020,Rajasthan,1656370,51328,1710963
09-08-2020,Rajasthan,1683981,52497,1740732
10-08-2020,Rajasthan,1699840,53670,1754897
11-08-2020,Rajasthan,1727722,,1784992
12-08-2020,Rajasthan,1759088,56100,1820131
13-08-2020,Rajasthan,1778894,57414,1839445
14-08-2020,Rajasthan,1807490,58692,1868534
15-08-2020,Rajasthan,1835625,59979,1898595
16-08-2020,Rajasthan,1850043,61296,1913726
17-08-2020,Rajasthan,1865936,62630,1930842
18-08-2020,Rajasthan,1899725,63977,1966178
19-08-2020,Rajasthan,1930213,,1998912
20-08-2020,Rajasthan,1963754,,2033646
21-08-2020,Rajasthan,1990256,67954,2062109
22-08-2020,Rajasthan,2021945,,2093850
23-08-2020,Rajasthan,2048693,,2122395
24-08-2020,Rajasthan,2063202,,2137137
25-08-2020,Rajasthan,2091316,,2166744
26-08-2020,Rajasthan,2118295,,2196353
27-08-2020,Rajasthan,2148920,,2228662
28-08-2020,Rajasthan,2174174,,2254613
29-08-2020,Rajasthan,2193549,,2274901
30-08-2020,Rajasthan,2218765,,2302023
31-08-2020,Rajasthan,2230754,,2314603
01-09-2020,Rajasthan,2257909,,2343369
02-09-2020,Rajasthan,2277602,,2364613
03-09-2020,Rajasthan,2302972,,2392144
04-09-2020,Rajasthan,2326326,,2416268
05-09-2020,Rajasthan,2352305,,2443995
06-09-2020,Rajasthan,2378102,,2471540
07-09-2020,Rajasthan,2389258,,2483715
08-09-2020,Rajasthan,2417075,,2513910
09-09-2020,Rajasthan,2444289,,2542632
10-09-2020,Rajasthan,2472374,,2572191
11-09-2020,Rajasthan,2498205,,2599477
12-09-2020,Rajasthan,2527228,,2630771
13-09-2020,Rajasthan,2553839,,2658373
14-09-2020,Rajasthan,2566267,,2672224
15-09-2020,Rajasthan,2595594,,2705303
16-09-2020,Rajasthan,2626768,,2738444
17-09-2020,Rajasthan,2654216,,2767508
18-09-2020,Rajasthan,2680626,,2795479
19-09-2020,Rajasthan,2709269,,2826262
20-09-2020,Rajasthan,2739391,,2856718
21-09-2020,Rajasthan,2751165,,2870267
04-05-2020,Sikkim,169,,170
05-05-2020,Sikkim,171,0,181
06-05-2020,Sikkim,189,0,189
07-05-2020,Sikkim,207,0,216
08-05-2020,Sikkim,214,0,216
09-05-2020,Sikkim,219,0,219
10-05-2020,Sikkim,219,0,219
11-05-2020,Sikkim,219,0,219
12-05-2020,Sikkim,229,0,348
13-05-2020,Sikkim,268,0,439
14-05-2020,Sikkim,292,0,579
15-05-2020,Sikkim,229,0,348
16-05-2020,Sikkim,424,0,840
17-05-2020,Sikkim,449,0,947
18-05-2020,Sikkim,536,0,1087
19-05-2020,Sikkim,827,0,1204
20-05-2020,Sikkim,955,0,1342
22-05-2020,Sikkim,1347,0,1637
23-05-2020,Sikkim,1398,0,1707
24-05-2020,Sikkim,1471,1,1855
25-05-2020,Sikkim,1508,1,2103
26-05-2020,Sikkim,1508,1,2255
27-05-2020,Sikkim,1665,1,2417
28-05-2020,Sikkim,1801,1,2626
29-05-2020,Sikkim,1880,1,2759
30-05-2020,Sikkim,2015,1,2829
31-05-2020,Sikkim,2173,1,2925
01-06-2020,Sikkim,2601,1,3525
02-06-2020,Sikkim,2857,1,3788
03-06-2020,Sikkim,3062,2,4102
04-06-2020,Sikkim,3894,2,4358
05-06-2020,Sikkim,4143,3,4761
06-06-2020,Sikkim,4273,3,5005
08-06-2020,Sikkim,4953,6,5547
09-06-2020,Sikkim,5508,12,5815
10-06-2020,Sikkim,5850,12,6161
11-06-2020,Sikkim,6063,12,6692
12-06-2020,Sikkim,4830,26,5157
13-06-2020,Sikkim,5029,62,5377
14-06-2020,Sikkim,5177,67,5664
15-06-2020,Sikkim,5521,68,5762
16-06-2020,Sikkim,5715,68,6192
17-06-2020,Sikkim,6004,70,6349
19-06-2020,Sikkim,6500,70,6882
20-06-2020,Sikkim,6932,70,7183
21-06-2020,Sikkim,8803,70,9354
22-06-2020,Sikkim,,78,9449
23-06-2020,Sikkim,,79,9594
24-06-2020,Sikkim,,83,9849
25-06-2020,Sikkim,,85,10025
26-06-2020,Sikkim,,86,10212
27-06-2020,Sikkim,,87,10219
28-06-2020,Sikkim,,88,10364
29-06-2020,Sikkim,,88,10440
30-06-2020,Sikkim,,88,10535
01-07-2020,Sikkim,,88,10723
02-07-2020,Sikkim,,88,10900
03-07-2020,Sikkim,,101,11072
04-07-2020,Sikkim,,103,11242
05-07-2020,Sikkim,,125,11387
06-07-2020,Sikkim,,125,11407
07-07-2020,Sikkim,,125,11581
08-07-2020,Sikkim,,129,11820
09-07-2020,Sikkim,,130,12012
10-07-2020,Sikkim,,130,12119
11-07-2020,Sikkim,,156,12246
12-07-2020,Sikkim,,160,12531
13-07-2020,Sikkim,10636,162,12636
14-07-2020,Sikkim,,211,12939
15-07-2020,Sikkim,11355,,13352
16-07-2020,Sikkim,11751,235,13762
17-07-2020,Sikkim,12322,254,14373
18-07-2020,Sikkim,13051,273,15139
19-07-2020,Sikkim,13857,283,15957
20-07-2020,Sikkim,14787,305,16906
21-07-2020,Sikkim,15418,330,17564
22-07-2020,Sikkim,17218,438,19484
23-07-2020,Sikkim,18267,460,20050
24-07-2020,Sikkim,18748,477,20785
25-07-2020,Sikkim,,512,21272
27-07-2020,Sikkim,,545,22410
28-07-2020,Sikkim,20465,579,22993
29-07-2020,Sikkim,,596,23637
30-07-2020,Sikkim,21560,610,24150
31-07-2020,Sikkim,22220,639,24939
01-08-2020,Sikkim,23282,650,25916
02-08-2020,Sikkim,23804,658,26473
03-08-2020,Sikkim,24431,688,27115
04-08-2020,Sikkim,25310,783,28089
05-08-2020,Sikkim,,788,29035
06-08-2020,Sikkim,,829,29467
07-08-2020,Sikkim,,854,29958
08-08-2020,Sikkim,,854,30533
09-08-2020,Sikkim,,866,30732
10-08-2020,Sikkim,,910,31193
11-08-2020,Sikkim,,,31604
12-08-2020,Sikkim,,,31974
13-08-2020,Sikkim,,,32421
14-08-2020,Sikkim,,,32762
15-08-2020,Sikkim,,,32926
16-08-2020,Sikkim,,,33810
17-08-2020,Sikkim,,,34813
18-08-2020,Sikkim,,,34553
19-08-2020,Sikkim,,,35062
20-08-2020,Sikkim,,,35449
21-08-2020,Sikkim,,,36111
22-08-2020,Sikkim,,,36744
24-08-2020,Sikkim,,,37798
25-08-2020,Sikkim,,,38296
26-08-2020,Sikkim,,,38951
28-08-2020,Sikkim,,,40035
29-08-2020,Sikkim,,,40515
30-08-2020,Sikkim,,,41069
31-08-2020,Sikkim,,,41270
01-09-2020,Sikkim,,,41558
02-09-2020,Sikkim,,,42019
03-09-2020,Sikkim,,,42331
04-09-2020,Sikkim,,,42772
05-09-2020,Sikkim,,,43125
06-09-2020,Sikkim,,,43345
07-09-2020,Sikkim,,,43661
08-09-2020,Sikkim,,,43828
09-09-2020,Sikkim,,,44122
10-09-2020,Sikkim,,,44323
11-09-2020,Sikkim,,,44520
12-09-2020,Sikkim,,,44790
13-09-2020,Sikkim,,,45075
14-09-2020,Sikkim,,,45210
15-09-2020,Sikkim,,,45502
16-09-2020,Sikkim,,,45762
17-09-2020,Sikkim,,,46065
18-09-2020,Sikkim,,,46292
19-09-2020,Sikkim,,,46690
20-09-2020,Sikkim,,,47044
21-09-2020,Sikkim,,,47269
03-04-2020,Tamil Nadu,2789,411,3684
08-04-2020,Tamil Nadu,4414,690,5305
09-04-2020,Tamil Nadu,5824,834,7267
10-04-2020,Tamil Nadu,6838,911,8410
11-04-2020,Tamil Nadu,7779,969,9842
12-04-2020,Tamil Nadu,,1075,10655
13-04-2020,Tamil Nadu,,1173,12746
14-04-2020,Tamil Nadu,13234,1204,19255
15-04-2020,Tamil Nadu,15210,1242,21994
16-04-2020,Tamil Nadu,18743,1267,26005
17-04-2020,Tamil Nadu,21628,1323,29673
18-04-2020,Tamil Nadu,27192,1372,35036
19-04-2020,Tamil Nadu,31853,1477,40876
20-04-2020,Tamil Nadu,38082,1520,46985
21-04-2020,Tamil Nadu,43582,1596,53045
22-04-2020,Tamil Nadu,49506,1629,59023
23-04-2020,Tamil Nadu,56836,1683,65977
24-04-2020,Tamil Nadu,62596,1755,72403
25-04-2020,Tamil Nadu,69390,1821,80110
26-04-2020,Tamil Nadu,77133,1885,87605
27-04-2020,Tamil Nadu,83021,1937,94781
28-04-2020,Tamil Nadu,97908,2058,101874
29-04-2020,Tamil Nadu,105864,2162,109961
30-04-2020,Tamil Nadu,115761,2323,119748
01-05-2020,Tamil Nadu,124852,2526,129363
02-05-2020,Tamil Nadu,135698,2757,139490
03-05-2020,Tamil Nadu,145520,3023,150107
04-05-2020,Tamil Nadu,158558,3550,162970
05-05-2020,Tamil Nadu,170174,4058,174828
06-05-2020,Tamil Nadu,182541,4829,188241
07-05-2020,Tamil Nadu,195831,5409,202436
08-05-2020,Tamil Nadu,209495,6009,216416
09-05-2020,Tamil Nadu,222576,6535,229670
10-05-2020,Tamil Nadu,235157,7204,243037
11-05-2020,Tamil Nadu,245562,8002,254899
12-05-2020,Tamil Nadu,256720,8718,266687
13-05-2020,Tamil Nadu,269758,9227,279467
14-05-2020,Tamil Nadu,281001,9674,291432
15-05-2020,Tamil Nadu,292045,10108,303104
16-05-2020,Tamil Nadu,302523,10585,313639
17-05-2020,Tamil Nadu,315019,11224,326720
18-05-2020,Tamil Nadu,325546,11760,337841
19-05-2020,Tamil Nadu,334839,12448,348174
20-05-2020,Tamil Nadu,346311,13191,360068
21-05-2020,Tamil Nadu,357898,13967,372532
22-05-2020,Tamil Nadu,369929,14735,385185
23-05-2020,Tamil Nadu,381216,15512,397340
24-05-2020,Tamil Nadu,392690,16277,409615
25-05-2020,Tamil Nadu,403762,17082,421450
26-05-2020,Tamil Nadu,413455,17728,431739
27-05-2020,Tamil Nadu,423775,18545,442970
28-05-2020,Tamil Nadu,435279,19372,455216
29-05-2020,Tamil Nadu,445668,20246,466550
30-05-2020,Tamil Nadu,457405,21184,479155
31-05-2020,Tamil Nadu,468940,22333,491962
01-06-2020,Tamil Nadu,479208,23495,503339
02-06-2020,Tamil Nadu,489258,24586,514433
03-06-2020,Tamil Nadu,502173,25872,528534
04-06-2020,Tamil Nadu,517137,27256,544981
05-06-2020,Tamil Nadu,535254,28694,560673
06-06-2020,Tamil Nadu,545896,30152,576695
07-06-2020,Tamil Nadu,560890,31667,592970
08-06-2020,Tamil Nadu,574209,33229,607952
09-06-2020,Tamil Nadu,585678,34914,621171
10-06-2020,Tamil Nadu,601363,36841,638846
11-06-2020,Tamil Nadu,616395,38716,655675
12-06-2020,Tamil Nadu,632656,40698,673906
13-06-2020,Tamil Nadu,648545,42687,691817
14-06-2020,Tamil Nadu,665401,44661,710599
15-06-2020,Tamil Nadu,681961,46504,729002
16-06-2020,Tamil Nadu,699645,48019,748244
17-06-2020,Tamil Nadu,722830,50193,773707
18-06-2020,Tamil Nadu,747428,52334,800443
19-06-2020,Tamil Nadu,772937,54449,827980
20-06-2020,Tamil Nadu,803824,56845,861211
21-06-2020,Tamil Nadu,832720,59377,892612
22-06-2020,Tamil Nadu,856475,62087,919204
23-06-2020,Tamil Nadu,879176,64603,944352
24-06-2020,Tamil Nadu,908292,67468,976431
25-06-2020,Tamil Nadu,937412,70977,1008974
26-06-2020,Tamil Nadu,967356,74622,1042649
27-06-2020,Tamil Nadu,998543,78335,1077454
28-06-2020,Tamil Nadu,1028127,82275,1110402
29-06-2020,Tamil Nadu,1054217,86224,1140441
30-06-2020,Tamil Nadu,1080516,90167,1170683
01-07-2020,Tamil Nadu,,94049,1202204
02-07-2020,Tamil Nadu,,98392,1235692
03-07-2020,Tamil Nadu,,102721,1270720
04-07-2020,Tamil Nadu,,107001,1306884
05-07-2020,Tamil Nadu,,111151,1341715
06-07-2020,Tamil Nadu,,114978,1376497
07-07-2020,Tamil Nadu,,118594,1413435
08-07-2020,Tamil Nadu,,122350,1449414
09-07-2020,Tamil Nadu,,126581,1491783
10-07-2020,Tamil Nadu,,130261,1529092
11-07-2020,Tamil Nadu,,134226,1566917
12-07-2020,Tamil Nadu,,138470,1609448
13-07-2020,Tamil Nadu,,142798,1654008
14-07-2020,Tamil Nadu,,147324,1695365
15-07-2020,Tamil Nadu,,151820,1736747
16-07-2020,Tamil Nadu,,156369,1782635
17-07-2020,Tamil Nadu,,160907,1831304
18-07-2020,Tamil Nadu,,165714,1879499
19-07-2020,Tamil Nadu,,170693,1932492
20-07-2020,Tamil Nadu,,175678,1984579
21-07-2020,Tamil Nadu,,180643,2035645
22-07-2020,Tamil Nadu,,186492,2095757
23-07-2020,Tamil Nadu,,192964,2157869
24-07-2020,Tamil Nadu,,199749,2223019
25-07-2020,Tamil Nadu,,206737,2287334
26-07-2020,Tamil Nadu,,213723,2351463
27-07-2020,Tamil Nadu,,220716,2414713
28-07-2020,Tamil Nadu,,227688,2475866
29-07-2020,Tamil Nadu,,234114,2536660
30-07-2020,Tamil Nadu,,239978,2597862
31-07-2020,Tamil Nadu,,245859,2658138
01-08-2020,Tamil Nadu,,251738,2718718
02-08-2020,Tamil Nadu,,257613,2779062
03-08-2020,Tamil Nadu,,263222,2837273
04-08-2020,Tamil Nadu,,268285,2892395
05-08-2020,Tamil Nadu,,273460,2953561
06-08-2020,Tamil Nadu,,279144,3020714
07-08-2020,Tamil Nadu,,285024,3088066
08-08-2020,Tamil Nadu,,290907,3155619
09-08-2020,Tamil Nadu,,296901,3225805
10-08-2020,Tamil Nadu,,302815,3292958
11-08-2020,Tamil Nadu,,,3360450
12-08-2020,Tamil Nadu,,,3432025
13-08-2020,Tamil Nadu,,320355,3499300
14-08-2020,Tamil Nadu,,326245,3569453
15-08-2020,Tamil Nadu,,332105,3640796
16-08-2020,Tamil Nadu,,338055,3711246
17-08-2020,Tamil Nadu,,343945,3778778
18-08-2020,Tamil Nadu,,349654,3845803
19-08-2020,Tamil Nadu,,355449,3913523
20-08-2020,Tamil Nadu,,361435,3988599
21-08-2020,Tamil Nadu,,367430,4062943
22-08-2020,Tamil Nadu,,,4136490
23-08-2020,Tamil Nadu,,,4206617
24-08-2020,Tamil Nadu,,,4276640
25-08-2020,Tamil Nadu,,,4346861
26-08-2020,Tamil Nadu,,,4422361
27-08-2020,Tamil Nadu,,,4498706
28-08-2020,Tamil Nadu,,,4573809
29-08-2020,Tamil Nadu,,,4654797
30-08-2020,Tamil Nadu,,,4738047
31-08-2020,Tamil Nadu,,,4813147
01-09-2020,Tamil Nadu,,,4888312
02-09-2020,Tamil Nadu,,,4964141
03-09-2020,Tamil Nadu,,,5047042
04-09-2020,Tamil Nadu,,,5130741
05-09-2020,Tamil Nadu,,,5212534
06-09-2020,Tamil Nadu,,,5298508
07-09-2020,Tamil Nadu,,,5379011
08-09-2020,Tamil Nadu,,,5462277
09-09-2020,Tamil Nadu,,,5544850
10-09-2020,Tamil Nadu,,,5630323
11-09-2020,Tamil Nadu,,,5715216
12-09-2020,Tamil Nadu,,,5803778
13-09-2020,Tamil Nadu,,,5888086
14-09-2020,Tamil Nadu,,,5968209
15-09-2020,Tamil Nadu,,,6048832
16-09-2020,Tamil Nadu,,,6133399
17-09-2020,Tamil Nadu,,,6217923
18-09-2020,Tamil Nadu,,,6303466
19-09-2020,Tamil Nadu,,,6388583
20-09-2020,Tamil Nadu,,,6474656
21-09-2020,Tamil Nadu,,,6555328
19-04-2020,Telangana,14104,858,14962
28-04-2020,Telangana,,1009,19063
29-04-2020,Telangana,,1016,19278
16-05-2020,Telangana,,1551,23388
16-06-2020,Telangana,39025,5406,44431
17-06-2020,Telangana,40236,5675,45911
19-06-2020,Telangana,44043,6526,50569
20-06-2020,Telangana,46685,7072,53757
21-06-2020,Telangana,49252,7802,57054
22-06-2020,Telangana,51569,8674,60243
23-06-2020,Telangana,53696,9553,63249
24-06-2020,Telangana,56874,10444,67318
25-06-2020,Telangana,59570,11364,70934
26-06-2020,Telangana,62959,12349,75308
27-06-2020,Telangana,65795,13436,79231
28-06-2020,Telangana,68039,14419,82458
29-06-2020,Telangana,69712,15394,85106
30-06-2020,Telangana,72224,16339,88563
01-07-2020,Telangana,75440,17357,92797
02-07-2020,Telangana,79583,18570,98153
03-07-2020,Telangana,83656,20462,104118
04-07-2020,Telangana,83656,22312,110545
05-07-2020,Telangana,91933,23902,115835
06-07-2020,Telangana,96485,25733,122218
07-07-2020,Telangana,100826,27612,128438
08-07-2020,Telangana,105265,29536,134801
